847	1079
674	1401
218	1469
495	26
570	1120
265	1747
262	1532
252	418
795	892
309	808
796	1667
789	1696
600	314
871	1634
661	84
830	626
421	1170
673	734
802	1491
885	613
778	409
285	1233
833	1034
782	1001
528	81
15	43
815	1472
51	1017
496	1572
757	477
431	1453
101	30
196	802
710	118
365	930
858	790
516	176
807	1229
136	745
645	493
276	1249
609	498
281	616
589	796
703	1494
422	1492
388	1213
501	151
549	1216
585	674
137	397
541	1557
746	923
411	959
755	1623
828	73
885	612
685	1677
175	1376
239	914
776	1063
691	13
228	1364
872	1150
680	1168
549	1215
616	187
618	445
38	815
109	934
828	71
298	538
742	1567
559	1499
109	935
106	1436
425	338
532	264
821	1590
672	630
751	603
103	116
712	211
643	1346
471	1197
725	778
637	1578
663	205
635	394
519	1073
650	157
717	1367
36	484
869	556
745	1657
194	772
528	80
696	690
680	1169
617	39
432	100
822	1395
301	270
361	1402
296	1448
480	766
440	553
478	38
754	849
386	1231
807	1226
93	1700
178	567
282	15
532	265
441	1601
809	1680
362	1116
372	451
511	1054
745	1630
216	423
838	1598
240	1609
234	1360
330	154
712	213
862	590
275	598
644	578
231	554
294	1701
797	1379
574	869
270	1608
419	474
421	1171
220	77
655	665
633	902
259	1744
500	883
639	1427
432	99
871	1635
640	592
861	1451
184	1375
490	1553
513	769
488	147
145	341
739	1328
180	420
90	112
575	602
795	893
810	1293
745	1629
742	1566
785	1048
536	836
177	296
0	1554
454	606
113	146
21	755
196	801
841	1679
621	887
150	202
725	779
570	1121
363	1163
825	973
747	390
749	144
356	1708
648	19
419	473
834	1264
343	753
801	359
430	1009
248	549
143	1725
450	267
77	786
641	830
652	677
770	1698
114	339
793	1439
648	18
748	308
372	453
708	436
746	922
568	680
42	1112
804	719
385	903
320	161
436	346
621	886
303	669
486	813
477	1493
169	1467
589	795
605	183
370	1153
734	763
89	125
260	821
192	1027
209	1361
713	278
671	238
500	882
297	649
428	32
566	688
165	1585
850	457
634	1109
650	156
761	1384
253	303
416	298
292	716
347	502
265	1748
659	1064
276	1250
441	1600
428	31
764	804
763	1007
505	322
262	1531
357	1559
295	1321
801	360
644	580
607	906
545	1631
590	1484
734	762
481	565
76	1164
859	1614
140	129
280	1240
579	1464
151	55
658	1206
161	244
643	1347
250	52
423	309
859	1615
316	1479
669	693
130	1118
329	1445
227	632
749	143
352	204
122	1042
695	1190
632	1357
788	1538
273	543
330	153
384	371
337	1296
475	475
340	1319
162	363
640	593
321	1481
336	585
254	1287
166	1461
516	175
619	92
441	1602
835	1729
598	1446
523	1217
322	194
746	925
626	275
446	256
68	788
111	1636
403	1069
471	1198
260	823
705	1050
243	1032
778	408
884	311
859	1616
320	160
675	1165
72	459
593	1308
837	1740
846	1735
259	1745
401	1674
820	706
678	1025
480	765
874	45
489	1313
784	1562
811	520
784	1563
849	1387
8	866
180	419
256	462
308	997
365	931
306	827
345	595
751	604
294	1702
791	1649
29	695
44	847
815	1473
543	984
122	1041
154	864
846	1734
232	1092
290	287
614	1528
563	483
719	843
368	1498
321	1482
773	57
203	563
214	1555
560	172
757	478
612	859
306	826
293	824
883	988
443	981
846	1736
506	1091
9	754
247	1503
782	1002
883	990
63	376
806	1261
580	516
683	1127
611	1068
165	1583
595	1592
802	1489
705	1051
722	1521
816	1223
437	319
279	1201
556	890
623	1005
18	368
745	1655
208	1299
696	689
387	731
335	372
793	1440
258	1210
211	672
92	50
522	968
778	410
28	1239
161	340
691	11
391	1684
185	908
842	1669
359	943
468	282
773	58
793	1438
627	335
69	1457
82	952
658	1204
796	1666
94	1335
60	198
886	994
595	1591
183	978
836	1652
495	29
834	1266
853	1174
567	1059
398	1540
854	123
771	624
841	1678
464	558
106	1435
382	305
163	871
304	1704
77	785
412	727
610	1406
438	1083
247	1502
418	1643
514	756
138	702
783	932
554	1351
389	1659
763	1006
558	1485
491	1582
241	784
261	1432
91	1686
735	658
171	1447
98	1377
86	130
135	1390
429	878
164	353
453	1193
829	1476
438	1082
667	1595
648	20
671	239
418	1644
536	837
391	1682
417	1019
134	1571
748	639
725	777
647	1134
657	1458
161	243
642	683
855	1337
155	347
748	306
122	1043
278	911
320	158
839	386
876	485
542	1016
26	726
411	961
873	1011
758	1045
699	1548
426	722
534	149
752	1645
848	327
710	117
552	258
377	1316
333	633
565	845
875	954
297	648
865	352
521	437
631	1355
885	614
116	1136
348	6
431	1456
484	210
699	1542
443	983
846	1732
97	208
55	1707
714	1662
712	212
234	1359
412	728
178	568
539	1037
620	1185
581	1606
706	1417
82	951
694	1513
730	1
349	942
816	1222
537	1105
807	1228
266	945
879	63
187	1260
790	1549
821	1588
788	1536
774	232
318	1155
546	1676
271	1721
804	717
270	1607
136	746
763	1008
211	671
230	1527
828	74
309	807
324	499
284	281
768	424
260	822
706	1415
877	561
282	16
704	1097
666	875
820	705
699	1543
236	367
58	642
163	870
674	1400
666	876
225	1076
779	661
267	1425
608	1642
525	748
667	1593
520	400
495	27
411	960
116	1138
281	617
233	1504
575	601
572	22
740	403
513	767
314	1426
465	315
61	950
690	407
248	550
391	1685
506	1090
615	14
493	98
748	307
622	965
789	1695
53	318
426	723
760	1199
334	1085
499	1289
862	591
801	358
872	1151
825	971
238	1301
875	953
699	1544
463	928
455	110
323	431
711	1258
637	1580
386	1230
52	456
336	583
457	794
120	1442
738	896
567	1058
286	1724
196	800
68	787
562	805
662	609
185	907
207	1647
649	1263
868	1144
316	1480
845	107
327	342
835	1731
182	856
390	957
526	1612
406	1437
115	229
753	53
156	1115
47	1640
375	939
672	631
548	301
525	747
492	654
627	334
720	936
238	1300
818	1003
515	547
576	1029
748	637
427	1057
507	916
327	343
799	1519
409	635
721	48
127	732
342	447
563	481
73	201
755	1624
81	1690
456	141
62	366
584	251
530	336
372	452
331	102
547	700
312	895
601	489
257	1529
741	644
736	530
525	749
748	640
734	764
500	884
736	531
472	361
228	1363
269	1433
852	511
567	1060
777	1305
512	1080
448	758
186	789
822	1394
245	1466
846	1733
805	441
442	196
276	1248
73	199
25	215
758	1046
800	1574
369	381
207	1648
181	1236
32	1523
768	425
70	522
695	1191
755	1625
825	972
216	422
292	715
360	177
740	405
701	1383
784	1561
64	1470
41	1285
692	527
560	173
660	738
718	1106
733	1716
769	1304
817	1620
603	564
541	1556
482	1610
596	150
339	1558
351	104
225	1075
544	1409
